"prope","pvalue","qvalue"
"SLIT2",0.00943401455829223,1
"TERF1",0.0625768947420694,1
"SPAG9",0.0790427905584789,1
"PTGES",0.974667817437225,1
"RGS16",0.0270173812421638,1
"SMC3",0.252089936374314,1
"COG7",0.000316623373534028,1
"ASAP2",0.347177431462294,1
"BAD",0.856856405415433,1
"PLEKHO1",0.571891844204678,1
"PPFIBP1",0.0248686929428511,1
"SMARCA1",0.794766927114512,1
"RNF123",0.656917617392821,1
"UIMC1",0.362593679050475,1
"CASP9",0.02938844893752,1
"PELI1",0.544895138764559,1
"MTMR9",0.0446177630097255,1
"PPP2R5B",0.0563803642638189,1
"VAMP4",0.263987912793087,1
"SS18L1",0.111985104436268,1
"SEMA4F",0.346516719646385,1
"GEMIN4",0.161795925777031,1
"JMJD1C",0.346897295593653,1
"TRMT1",0.749127943772021,1
"BMP1",0.690052494727839,1
"BCR",0.604819269735348,1
"HOXC4",0.613671734507489,1
"TAOK3",0.657731444389496,1
"SGCB",0.702074913139468,1
"ANKZF1",0.00547800448046924,1
"ATG9A",0.0155819653430864,1
"CCL8",0.484836388177919,1
"TMEM33",0.968879908942753,1
"APOL2",0.0878923723300124,1
"KLC2",0.459546179400793,1
"ACTC1",0.967212723022054,1
"TDRD7",0.539398123660187,1
"RUSC2",0.871867270456969,1
"DYSF",0.190824439928347,1
"SSH1",0.309287768484619,1
"ASF1B",0.00676632018050734,1
"AKAP12",0.0111847180631128,1
"THAP7",0.98366430392579,1
"ZBTB24",0.255041694365542,1
"NFATC3",0.131544484563295,1
"TFPT",0.78808702719147,1
"PHKA2",0.591735095880675,1
"RALA",0.00647469555809078,1
"RAB11FIP5",0.619646727237653,1
"SGSM3",0.827488039779307,1
"VPS37B",0.76732950115961,1
"TCF7L1",0.609443296941088,1
"RORC",0.353256659961211,1
"SDC3",0.108361486136588,1
"MYO1F",0.0884535406036551,1
"TRIP10",0.132035611871068,1
"RRAS",0.0240675474839519,1
"AKT3",0.138913865059751,1
"SMG5",0.000726146082539144,1
"ACAT2",0.232537701038785,1
"LILRB1",0.851519820524457,1
"NCKIPSD",0.777680916914654,1
"CHIC2",0.323186094975188,1
"ZCCHC14",0.934998919433606,1
"METTL1",0.645934012064989,1
"YRDC",0.00222434832056258,1
"PCBP4",0.0398903807778555,1
"NT5C2",0.368037765787243,1
"RAD54L2",0.175068914536351,1
"SLK",0.0256002619967778,1
"SMAD7",0.487321024708021,1
"LMBR1L",0.703978835394424,1
"PTPRM",0.00102141754813489,1
"TRPC4AP",0.213024086959144,1
"TRIM21",0.790531947819705,1
"SEL1L3",0.359433017060456,1
"WDR74",0.654138285088198,1
"DCAF8",0.501991209067593,1
"HFE",0.923601086823563,1
"PTP4A3",0.0319244789847303,1
"STX1A",0.0583169162299314,1
"FHOD1",0.436354763749289,1
"PLCG2",0.807575001329524,1
"NMD3",0.410330813530223,1
"MAPKAP1",0.173139029507473,1
"CYBB",0.434318035672066,1
"IRF5",0.607507575457528,1
"CD5",0.695169687280708,1
"ABCA1",0.369376183425293,1
"SSX2IP",0.894477952701373,1
"SH2B1",0.268285223727246,1
"CEBPZ",0.286072179504852,1
"SYNJ2",0.266634966252383,1
"RPP14",0.974793292379644,1
"PWP2",0.205311897897695,1
"EP400",0.916248036250993,1
"MARCH8",0.461770968569585,1
"NUBP1",0.00061598789892196,1
"ACTG2",0.153543480609099,1
"ADAMTS1",0.154805173591939,1
"ZBTB43",0.0825889649451078,1
"TACO1",0.0006755294476228,1
"HOXB7",0.402055837403883,1
"FAM173A",0.0342703628705779,1
"TTC27",0.168835873317502,1
"ASCC3",0.819990652699175,1
"THOC5",0.0773965598389747,1
"PTPRE",0.000233599480025043,1
"ABCD1",0.0249147152450673,1
"SIN3B",0.479839043715281,1
"RPS6KA5",0.504990698964252,1
"PTGS1",0.771677419793473,1
"EGFR",0.15713363072518,1
"USP8",0.770714554278196,1
"SMPD1",0.000245849819729167,1
"DDR2",0.357688533009226,1
"ELAC2",0.0898986981869208,1
"PLD2",0.246727840185221,1
"RAB11FIP2",0.354821080846601,1
"ATG4A",0.106108091794337,1
"SCAMP5",0.464440976800873,1
"LY96",0.557609010556899,1
"PAXIP1",0.967794514267819,1
"ANKRD12",0.552992574227347,1
"CEACAM5",0.690896241614359,1
"HPS6",0.868241709372667,1
"ERBB4",0.00025025493179589,1
"PDCD5",0.0450602068053347,1
"ZDHHC3",0.0650223798127599,1
"IGFBP6",0.00417028934311109,1
"IGF1",0.0103313592882498,1
"SIPA1L1",0.762137436242003,1
"PAN2",0.011252106410975,1
"MFN1",0.284066061718135,1
"STXBP3",0.70426014420535,1
"MAPK8IP3",0.997846306507153,1
"ATAD2",0.000269947309717628,1
"DTL",0.00168200472347473,1
"POLR1E",0.0135325148403597,1
"RAB26",0.0273080495630621,1
"ETV5",0.9791126990947,1
"NUPL2",0.162831696572738,1
"SS18",0.144045042412889,1
"MOCS2",0.562541508520621,1
"GTF2E1",0.014556458606697,1
"NDN",0.00192704016217898,1
"PEX3",0.662417457953957,1
"NCR2",0.227287393189679,1
"NOC4L",0.00233335343977925,1
"PIGK",0.943855792570982,1
"ZNF335",0.938041015158583,1
"SFTPB",0.136230701115109,1
"CDK10",0.866445514442892,1
"EIF4ENIF1",0.0438982940912211,1
"SIRPA",0.197321300577361,1
"CDK5RAP2",0.345687179710359,1
"RAB6B",0.529177262788654,1
"SFI1",0.128011098242592,1
"KIT",0.291172058445251,1
"EGFL7",0.845784706952838,1
"SAV1",0.870961793224422,1
"TNFAIP8",0.893372624854021,1
"DNM1L",0.264474886428284,1
"STXBP1",0.162407743970156,1
"APBA2",0.283173221067206,1
"SCYL3",0.267590179279107,1
"BTBD3",0.670098546980689,1
"TNFAIP6",0.0744122766527685,1
"BMP7",0.391164154628643,1
"ZBTB11",0.920076743346874,1
"NOL3",0.934588048968089,1
"PDLIM7",0.741103288998727,1
"EPS15L1",0.771508230846344,1
"ITPKB",0.923138267973957,1
"SF3A2",0.894665234543425,1
"FASTKD5",0.691387131677683,1
"RFK",0.110427005976571,1
"NEDD9",0.681993224486611,1
"CD3EAP",0.001664218454316,1
"TAF1C",0.463667196562537,1
"FOXC1",0.214184047546764,1
"RPS6KC1",0.858475703177399,1
"TAF15",0.917050381237221,1
"REXO4",0.410756062210401,1
"TIMELESS",0.000153610919758721,1
"IQGAP2",0.0205356236370513,1
"ELF4",0.0030083745051772,1
"DYNC1LI1",0.975935256482065,1
"CAV3",0.439433045261441,1
"POU2F1",0.769091034076427,1
"PDE6D",0.234585842451814,1
"NUP88",0.643994269022823,1
"THNSL2",0.103038386061192,1
"NXT2",0.128898260568662,1
"MACROD1",0.0791542219073636,1
"OCRL",0.456080889450198,1
"BICD2",0.892657220666595,1
"FOSB",0.000455531264126132,1
"MGMT",0.0563135688296147,1
"ZC3H7B",0.304829279895019,1
"SLC16A1",0.0310913811709261,1
"LRP3",0.157889763077027,1
"RNF126",0.164278017926519,1
"GPRIN2",0.087955030615016,1
"LAT2",0.239700805570597,1
"PPP2R1B",0.227407597714595,1
"CDCP1",0.112617071481957,1
"CRY2",0.206713593784102,1
"CKB",0.445752669944414,1
"BICD1",0.422555193937074,1
"FEM1B",0.782188276459337,1
"BMPR1A",0.246471983576559,1
"PLEKHA1",0.0650745232844257,1
"SELPLG",0.289957149211192,1
"SYT17",0.000733054428454139,1
"PCIF1",0.875849425947076,1
"RFC2",0.0101329123047945,1
"KRR1",0.9972661683071,1
"NFX1",0.0264030548819339,1
"PACS2",0.927299509724352,1
"YIPF5",0.454962178594956,1
"ZNF467",0.23914865570208,1
"INPP1",0.00579020736433217,1
"TGIF2",0.400780507547489,1
"AGAP1",0.163951398440919,1
"DIXDC1",0.00165804904616241,1
"CYTH1",0.730422894675495,1
"STK25",0.993848833077034,1
"CSTF2",0.104650871474603,1
"EPHA1",0.276047120115045,1
"PRPH",0.351752338606061,1
"MAPK11",0.838780311300338,1
"ENO2",0.527398430645212,1
"STK39",0.485077663416872,1
"ZBTB22",0.31298364783996,1
"RASSF2",0.204323149494526,1
"DPT",0.000756276604934113,1
"SENP2",0.0484628150988803,1
"FGF1",0.000811702800200808,1
"DDX19A",0.970124843425308,1
"SLC1A1",0.51142438205852,1
"CLEC11A",0.659814592590864,1
"FPR1",0.792714833059521,1
"TTC37",0.324773821621976,1
"CRCP",0.54044815633051,1
"ERCC5",0.694578230281673,1
"CBFA2T2",0.173308711370276,1
"TBXA2R",0.671239069969893,1
"OASL",0.0827452244698119,1
"CCR1",0.458162974516594,1
"SART1",0.653827208895804,1
"TACC2",0.460272757785761,1
"RLF",0.927685766992878,1
"ASB6",0.394601371383852,1
"IDO1",0.732158111902108,1
"MYBBP1A",0.616204574379295,1
"TOM1L2",0.5263851238169,1
"DHX38",0.163582275764672,1
"PMEPA1",0.48016681257003,1
"HPN",0.00329795477919646,1
"FOXO1",0.75228519774717,1
"AKR1C3",0.241278998523303,1
"CEP250",0.684043373282915,1
"DLAT",0.0634700828132576,1
"MAF",0.255330537847946,1
"IL1B",0.250090608371687,1
"CFI",0.000279051439911661,1
"PLA2G2A",0.0834183328506605,1
"CNOT4",0.0610991434711521,1
"IRS1",0.0115862827456633,1
"NID1",0.298804690288795,1
"EXPH5",0.819385010661503,1
"FAM50B",0.383986278097232,1
"MAP2K5",0.736158114859555,1
"CDC27",0.836694167581836,1
"RPS6KA1",0.204512174897726,1
"RAD9A",0.511821155790472,1
"ZFYVE16",0.187632603822255,1
"GMIP",0.533284539681088,1
"SSBP2",0.780869909447199,1
"TOMM22",0.327305228133941,1
"PPP2R2D",0.0297799840010679,1
"MAP3K7",0.250515473964129,1
"TFEB",0.241116741029852,1
"FGF13",0.147292421417408,1
"DDB2",0.00850343603626756,1
"NOC2L",0.0852139234787796,1
"ACACB",0.06503286546256,1
"UBE2O",0.207778442886029,1
"EPPK1",0.987389704323857,1
"VAMP1",0.00890240829394832,1
"ARHGAP19",0.490807693328917,1
"CD3E",0.637767492282818,1
"PPP1R12B",0.131012149300275,1
"KIAA0513",0.411227122962641,1
"MED7",0.246838249979397,1
"PDGFD",0.00098835899338543,1
"POLRMT",0.849619104051045,1
"OSTF1",0.182553189923265,1
"ADA",0.00564057571423636,1
"LIG1",0.0727367390033749,1
"CAMK2B",0.365413142061924,1
"CREM",0.451818062963803,1
"OSGEP",0.0244574012529632,1
"CASP3",0.211705432438517,1
"GRIP2",0.386394271626662,1
"DMPK",0.795072149531531,1
"TYRO3",0.0447829148059182,1
"NEK11",0.0158472078802836,1
"CLASP2",0.656122916210854,1
"AVPR1B",0.914280745293673,1
"HDHD3",0.0124990630963182,1
"ROBO1",0.0944378833320845,1
"CEND1",0.334077693301945,1
"CUL9",0.00884386844133973,1
"SLC12A4",0.342575614671797,1
"BTRC",0.31241085675761,1
"ZZEF1",0.70254967293379,1
"CWC25",0.143397466126005,1
"COL4A5",0.034417332808632,1
"MECP2",0.232660462979781,1
"DUSP10",0.630366242587597,1
"TBL3",0.0177645676006766,1
"NPY1R",0.0789857537164621,1
"RCOR1",0.58698116259896,1
"CNKSR1",0.519741858227788,1
"HSF4",0.115986270067114,1
"NRP1",0.164108721971437,1
"SIRT6",0.107846817864776,1
"POLA1",0.916318024009937,1
"RARA",0.0180581872694442,1
"LOX",0.939162286963187,1
"AGGF1",0.916791460890257,1
"BMP4",0.179044576952726,1
"DNMBP",0.0386915715884505,1
"SUV39H1",0.0263478781177772,1
"CWF19L1",0.434838119907516,1
"NOS1AP",0.778510099504816,1
"RRP8",0.57611696346638,1
"PSKH1",0.559549701150683,1
"COPS7B",0.0379264796316443,1
"ZNHIT6",0.884521885735247,1
"DCTN4",0.0296364360281882,1
"MPP3",0.343846370888426,1
"SH3BP2",0.092359075318475,1
"XPA",0.278552101844117,1
"MDC1",0.791198601080476,1
"ATF6B",0.90577270195322,1
"HLA-DOA",0.587177094202248,1
"CRMP1",0.111465878724955,1
"SNX15",0.0933527662218602,1
"TNNT1",0.664379702905927,1
"CASP8",0.571747650543532,1
"BAIAP2",0.902490323966616,1
"CD36",0.125477468692372,1
"POLD3",0.195550452336353,1
"ZXDC",0.935282894614786,1
"ERF",0.199505187157146,1
"TIMM44",0.0397850677724198,1
"ACIN1",0.2914784601276,1
"KRT81",0.0674266549251714,1
"KRI1",0.708322002464032,1
"ERI3",0.0337996719653843,1
"C1orf61",0.36299440610857,1
"SUPV3L1",0.536178111503845,1
"CIB2",0.0285990918766275,1
"CEP63",0.816977591814147,1
"MTMR11",0.698136208439719,1
"RRP12",0.0994941057800778,1
"MAPKBP1",0.194675121535489,1
"DAZAP1",0.16331077417549,1
"TLR5",0.00540270734512314,1
"KDM6A",0.944753924147127,1
"ASAP1",0.0270555704210939,1
"CAMTA2",0.578415876983175,1
"SRCAP",0.196722715501149,1
"PEX7",0.495249660153253,1
"SASH3",0.421668865310098,1
"SECISBP2",0.25462049281826,1
"RNF14",0.939280453068106,1
"MED14",0.786141672759973,1
"NFATC4",0.157558680059039,1
"UBTF",0.0327692634857266,1
"C20orf27",0.706612520664265,1
"INPP5B",0.312180854276393,1
"CDX1",0.312850231493576,1
"TSSC4",0.433869799514757,1
"FAM131A",0.167906122440933,1
"ALDOC",0.168385296710947,1
"PNKP",0.255623824174206,1
"PTPN4",0.917887251264344,1
"FCGR2A",0.450495458079436,1
"RABGGTA",0.440085529412006,1
"LIN7C",0.922125251541706,1
"S100A2",0.520601615771603,1
"TESK2",0.348748743471842,1
"NOTCH1",0.0202737912121182,1
"KIF2A",0.192063683753338,1
"MAN1C1",0.449192806686425,1
"LIMS2",0.46020100597825,1
"SELP",0.0351005289283736,1
"KLF9",0.0462495284134964,1
"TAF4",0.401791014973766,1
"REV1",0.401505708631536,1
"FGFR1OP",0.330159269475128,1
"BRAP",0.0694867938192151,1
"NFKBIE",0.0153192911997728,1
"SHANK2",0.648098147058895,1
"CLIP1",0.517390363932316,1
"LAMA3",0.0697919682347465,1
"SH2B3",0.327624971848931,1
"PALB2",0.110413208482169,1
"DOCK9",0.209342672093369,1
"HCK",0.39453147529161,1
"HMGCR",0.0534193321519765,1
"TFAM",0.364896534160124,1
"LMOD1",0.0391790942711365,1
"PPP5C",0.0249494274043756,1
"FBXL2",0.336389733032257,1
"ELL3",0.28069575998546,1
"C15orf39",0.0152937596712494,1
"PIN1",0.0587619414934261,1
"SMTN",0.258114670602588,1
"FAM57A",0.222882460096483,1
"CHMP6",0.688845231206052,1
"PHLDA1",0.471681238891992,1
"TJP3",0.165860778989578,1
"GLE1",0.19117784972337,1
"TEK",0.346426704081079,1
"CASP7",0.19623612116148,1
"WNT5A",0.177436654438917,1
"TOLLIP",0.999640673757837,1
"KCTD17",0.154947685843388,1
"ETS2",0.101852735642585,1
"TP53",0.0882613368719981,1
"SKAP1",0.000502742120422513,1
"EVPL",0.726637854834454,1
"SYNPO",0.185373089104043,1
"CEACAM1",0.426369482119758,1
"TLN1",0.656191439113139,1
"TXNRD2",0.211982928987498,1
"FANCL",0.912772419521432,1
"UBQLN4",0.47268110153113,1
"MST1R",0.866027853077823,1
"RNF144A",0.410538252755285,1
"RRN3",0.352687430738542,1
"LIG3",0.847410838192259,1
"PKN1",0.381917356277579,1
"ACTL6A",0.0910256540486249,1
"CCL22",0.987997747547732,1
"IFIT2",0.361237544337331,1
"PIM2",0.573239246914201,1
"CBR1",0.312998654547703,1
"IL15RA",0.101061010955808,1
"MAP1A",0.607542656900198,1
"SLC37A1",0.404191601834198,1
"TCEA2",0.127922769883488,1
"CD34",0.0293529830719055,1
"HDAC5",0.0821824118766123,1
"ARID5A",0.299335630804215,1
"ERC1",0.503997304891073,1
"COL4A3BP",0.964254855432758,1
"IFT57",0.88691200165822,1
"PICK1",0.0961525243354799,1
"PER3",0.001156928473618,1
"ASCC1",0.0071662604753906,1
"CPNE6",0.246549117229603,1
"PTAFR",0.781671024773993,1
"IDH3A",0.988287823439492,1
"HIVEP2",0.113777671686461,1
"KLHL3",0.107789751378247,1
"PCDH17",0.0361683952866236,1
"KPTN",0.423499277371317,1
"PRPF18",0.0551896814505706,1
"IFRD1",0.0831863577683571,1
"MEGF6",0.129641166258752,1
"CD200",0.0109431873192381,1
"FRAT2",0.113439119022572,1
"ZBTB17",0.601690928226805,1
"CSF2RB",0.477620105581849,1
"PDGFB",0.39102215238606,1
"GOSR2",0.193906150193563,1
"PTMS",0.926207632949269,1
"ING3",0.601628013921985,1
"IRF2",0.0997056619714494,1
"PC",0.304724280310773,1
"TTR",0.432294732902829,1
"RNF8",0.226414035715961,1
"DNM2",0.619118430350877,1
"TXNL4B",0.232210265957202,1
"NCALD",0.174899646865774,1
"FKBP10",0.115566790224001,1
"VSNL1",0.0140461588278585,1
"IBTK",0.48528911949006,1
"DEAF1",0.015302355371154,1
"GRK5",0.732780977473428,1
"ATF1",0.252224987311746,1
"NYNRIN",0.852701249819475,1
"TBP",0.541732183581594,1
"SERPINE1",0.716317292932861,1
"TAP2",0.337441828658751,1
"KCNN4",0.0733885722378109,1
"KIF22",0.738106302703742,1
"PLEKHM2",0.421996038794984,1
"FAS",0.149113418543475,1
"CEP70",0.197888192174746,1
"SOCS2",0.0328232872811185,1
"ARSA",0.142577351929965,1
"INSIG2",0.559912614030394,1
"ZNF142",0.235386263976894,1
"IL1RN",0.547859061072955,1
"PCDH1",0.870102564090683,1
"RIN3",0.940301634469743,1
"NCAPD3",0.0180970306939312,1
"MYBPC3",0.372289650283122,1
"PRKAB1",0.0510087187132633,1
"HECW1",0.249322150062082,1
"GTF3C4",0.00435499000187771,1
"MED28",0.867158639077964,1
"MMP19",0.416502487708886,1
"HIST1H2AJ",0.743843721817448,1
"CTF1",0.351330818338051,1
"KCNQ1",0.306218214271454,1
"KCTD13",0.291472708039035,1
"KLF3",0.0663552390196135,1
"GREM1",0.391770319152408,1
"APOBEC3G",0.548315642941369,1
"ZNF136",0.0209307436676713,1
"WDR7",0.00491701395356326,1
"RUNDC3A",0.184832166837801,1
"APH1B",0.205316413535331,1
"CLCF1",0.452896045794545,1
"TAF11",0.64700064652063,1
"CDC42EP1",0.00400027648509014,1
"MAPK7",0.899563302978833,1
"RFC5",0.001073906365249,1
"CPNE7",0.191032354060089,1
"SELL",0.420408293210164,1
"RGS4",0.280120918239595,1
"TGFBR3",0.00499155900983267,1
"SLC25A17",0.241858119457373,1
"TELO2",0.251100521577544,1
"LYL1",0.789812819986104,1
"PDCL",0.079694172624061,1
"TROAP",0.000765268577170601,1
"C16orf45",0.0846066979662393,1
"NR1H3",0.0232819987410101,1
"GABARAPL1",0.691396516869248,1
"MYO7A",0.670432927965607,1
"GNB5",0.281049091665236,1
"ANG",0.147493381047029,1
"SLC4A1",0.0342017275691858,1
"CSF1",0.0381101172689113,1
"SNTA1",0.517376619058091,1
"PKNOX2",0.384116644698921,1
"SMPD2",0.0256321009951954,1
"MALL",0.0977800562168626,1
"NCF4",0.926202172490315,1
"MMP3",0.0383850555818295,1
"GCHFR",0.0807791793901845,1
"CXCR1",0.24013224908953,1
"MED6",0.541298342303081,1
"HERC2",0.176244663001987,1
"CD22",0.528663356539254,1
"S100A7",0.0909940489769234,1
"E2F1",0.00149067031622034,1
"FICD",0.37634221266668,1
"C2CD2L",0.701345052171083,1
"TBC1D17",0.00573770574055595,1
"DHX58",0.890058653922053,1
"SSBP3",0.35560229504058,1
"BTAF1",0.931753606763504,1
"SLC9A6",0.513427798634138,1
"ASF1A",0.0888404679777112,1
"SLC4A1AP",0.880394144351879,1
"DRP2",0.120343945092382,1
"CSNK2A2",0.117080390197634,1
"ANXA9",0.000412675917517161,1
"NEK1",0.47564133417642,1
"CHORDC1",0.0187249331963826,1
"ELF5",0.223026433173325,1
"REV3L",0.801008920327671,1
"ITCH",0.00627988301370827,1
"TAF12",0.344176667315827,1
"ZNF232",0.670908538388638,1
"KLF11",0.00880243920553755,1
"CALM1",0.174535765273439,1
"VAV2",0.200791331339168,1
"STK16",0.00412858867822571,1
"FHL3",0.109200490074188,1
"ITPR2",0.107377214246622,1
"KCNJ5",0.36505344550727,1
"TRIM25",0.0250403261840236,1
"SLC2A3",0.778989753825273,1
"MTMR6",0.86965591199333,1
"ACOX1",0.897810538209317,1
"PSPC1",0.333234156321477,1
"HERC5",0.282952598216887,1
"NEK2",0.000498439321439138,1
"KLHL20",0.893114571711423,1
"WNT2",0.518682359569068,1
"CDKN2C",0.00791397567310645,1
"PTPRCAP",0.473725156407986,1
"TBPL1",0.09508712840305,1
"MFAP4",0.000186523503042434,1
"NTRK3",0.912599753432287,1
"MAPK10",0.584517004102308,1
"CLDN6",0.121713240528738,1
"AGTR1",0.0325360609207936,1
"SHB",0.952490051047324,1
"PTGIR",0.829757841962103,1
"PITX1",0.85504085544553,1
"ITGA3",0.0202608916693521,1
"TTLL5",0.0112386091905091,1
"CDC73",0.0479200279738934,1
"CARD10",0.000626124249089938,1
"ARNT2",0.0143689948283037,1
"RCOR3",0.767784379813367,1
"TRIM62",0.298577855401624,1
"CEACAM3",0.428310208522239,1
"RIPK1",0.620064421567563,1
"STX5",0.228865147356479,1
"LIPE",0.995739411646019,1
"GGCX",0.642038070997977,1
"DDX54",0.774766027050777,1
"COL7A1",0.551165006696951,1
"IGHG1",0.0428690915466048,1
"ACAN",0.434797330644298,1
"BAHD1",0.602752712736711,1
"CDK20",0.316790333121299,1
"GALT",0.725216365717014,1
"TOP3A",0.9117267818131,1
"SLC17A7",0.901943541113504,1
"PRRX1",0.0948475739520552,1
"SPAG5",0.00367908048973872,1
"CREBZF",0.16876432973524,1
"POLL",0.921085482378641,1
"APBA3",0.42957523494623,1
"ADAM15",0.0285273847997043,1
"CTDP1",0.703833860679007,1
"PRF1",0.84828252032858,1
"MTMR2",0.0691193649071018,1
"CD79A",0.345731836297681,1
"GDF5",0.0553153592518042,1
"CASP4",0.151865786334514,1
"C1D",0.969375457625204,1
"MAGI1",0.199378580261264,1
"PSEN2",0.245215008907481,1
"ATP2B1",0.591750702169042,1
"CDC23",0.913552134532627,1
"ARHGAP5",0.0931478200871194,1
"ITGA10",0.71260220037344,1
"PLSCR4",0.0022627497764451,1
"PDE6G",0.700146989021674,1
"DLGAP4",0.429747823769713,1
"ABCA2",0.103110844627059,1
"TUB",0.56215825970792,1
"CHAF1A",0.0018244617041254,1
"IDUA",0.000390746639077242,1
"SAP30",0.0590723137051485,1
"DLEU1",0.975431106560908,1
"TAOK2",0.133266903685302,1
"EFHC1",0.00362038864329405,1
"FANCC",0.0191020599163696,1
"TRAF3",0.570262527103766,1
"ZC3H7A",0.653911641664156,1
"FBXW7",0.18859427301369,1
"CGA",0.371334097956669,1
"PIAS2",0.0355085115781714,1
"ZNF592",0.286107420760271,1
"TAF1D",0.612618208397478,1
"CRABP1",0.159680406146446,1
"RAB11B",0.713470920323656,1
"FCHSD2",0.320604553950958,1
"ADD2",0.395331173514232,1
"HIRA",0.86626763962617,1
"DMXL2",0.283912682225861,1
"KCTD15",0.00212530888385015,1
"SLC8A1",0.749526608625351,1
"GPSM2",0.000450703002347204,1
"MAP3K12",0.709701184982599,1
"CSTF1",0.850344688422916,1
"MITF",0.260642196024574,1
"JAK3",0.383822990139665,1
"PCYT1A",0.125835866853665,1
"RAPGEF5",0.66901068091808,1
"ITGAX",0.442852512753613,1
"RRAS2",0.144236924027977,1
"MET",0.936951851380304,1
"MC2R",0.754323458456927,1
"NPR1",0.319425470314345,1
"SPIN1",0.431392207544015,1
"RPS6KA2",0.799824889518776,1
"RASL11B",0.00442291337188815,1
"PARD6A",0.926468032521042,1
"MMP15",0.635611901517893,1
"FYB",0.863485222638057,1
"DNM1",0.0291666300064567,1
"CD38",0.352518388661417,1
"DIO2",0.9439078415638,1
"FUBP3",0.652416264261815,1
"TBL1XR1",0.928794482371531,1
"ATG7",0.842846030608808,1
"TOM1",0.0149359847283929,1
"DOK1",0.177848325527008,1
"EFNB3",0.353021066554025,1
"CAV2",0.287756419864926,1
"ING2",0.92452645332231,1
"EXOSC8",0.408430391330715,1
"PIM1",0.151909919045133,1
"CP",0.32492285202447,1
"EDA",0.145813674383982,1
"FCGR3B",0.114862871639101,1
"UTP14A",0.855642308472393,1
"RNF41",0.64161054301588,1
"TNRC6B",0.496610227448492,1
"PEX26",0.198269662161103,1
"WDR91",0.988753490766558,1
"SERPINB9",0.730000262428403,1
"ARID3B",0.239941038355897,1
"MORC4",0.048567298330585,1
"GNB3",0.521450553200207,1
"MPP2",0.708762746923522,1
"SPATA2",0.638061152151078,1
"TCOF1",0.00777665835230656,1
"BACE1",0.0462414992432896,1
"SYK",0.22435196012431,1
"BNIP2",0.377536282125186,1
"SIT1",0.731231090293215,1
"MKS1",0.6212052877093,1
"IL11",0.628719707011906,1
"FZR1",0.998861726076122,1
"KIFC3",0.708884307937647,1
"NECAB2",0.873700168897688,1
"POLE2",0.000528624292806853,1
"ANKRD11",0.714882083674334,1
"ATP7A",0.213186072050709,1
"GUCY1B3",0.452333690425216,1
"NCAPG2",0.00114014100429013,1
"FSTL3",0.0063213223169103,1
"CCNE1",0.0023481685913132,1
"SFMBT1",0.260150386031052,1
"PIK3CA",0.798344499111212,1
"CLDN5",0.00769681691278314,1
"NINL",0.953598232539681,1
"PDK2",0.33577753613219,1
"BRF1",0.219045231584081,1
"TCL1B",0.249484947260349,1
"IL18BP",0.283495358306849,1
"MAP4K1",0.691541396051825,1
"TRIM16",0.0552733814159687,1
"H3F3A",0.0836788839315583,1
"GNL3L",0.59090368563894,1
"RANBP10",0.843801650008053,1
"KCNJ8",0.457507747836817,1
"SERPINI1",0.0203154372376691,1
"SETBP1",0.00130021360182294,1
"TEAD3",0.103186298182061,1
"PHACTR4",0.925443687210711,1
"BATF3",0.637494821357445,1
"ASCC2",0.791311016736879,1
"TNFRSF1B",0.0190609476849284,1
"POLD1",0.00996039723137672,1
"FLNC",0.822600990105543,1
"TNFRSF25",0.939986155808558,1
"NR1H2",0.474076976079531,1
"FBXO3",0.625490925136859,1
"FSCN1",0.160139173265654,1
"SPN",0.016124409825537,1
"CCL18",0.296287401086785,1
"ITGA7",0.209742678663018,1
"ABCD4",0.410760039165515,1
"AP4M1",0.719686763127592,1
"CSTF2T",0.190970176263154,1
"HOMER2",0.152483086632831,1
"MAP3K5",0.702864756258093,1
"MICAL1",0.0171009999295099,1
"RUNX3",0.312329663948673,1
"KSR1",0.216133613823213,1
"MKL1",0.54199064831187,1
"PRX",0.556960781436069,1
"KBTBD4",0.145773692620131,1
"ERAP1",0.175137342601013,1
"TRPM2",0.162159383846221,1
"LAT",0.264290207444141,1
"ZNF8",0.000548889274696574,1
"NCR1",0.721776578474339,1
"ARMC7",0.801845984630411,1
"GSR",0.713085785881902,1
"ZNF277",0.974648529216737,1
"CALCRL",0.368643425687986,1
"SMAD4",0.791078859825349,1
"CDH6",0.762300902384711,1
"EPN1",0.0676761835282712,1
"RASIP1",0.0113130918523392,1
"TAL1",0.466337522118742,1
"PCDH7",0.1184991282556,1
"GSTM4",0.949364519226211,1
"CUEDC1",0.180934930349397,1
"NOVA1",0.0627429131293078,1
"TRAPPC2",0.193483176261258,1
"VIPR2",0.521916667464299,1
"PORCN",0.569419437766507,1
"FBXL6",0.00319964958694161,1
"PDP1",0.0792315986737226,1
"NCDN",0.00179451419822129,1
"PDGFA",0.610264501532208,1
"RPE",0.00119822614279561,1
"PTGER3",0.0106270423673052,1
"TTPAL",0.0310229278825248,1
"PANK4",0.850275963032588,1
"PKD2L1",0.81665208838954,1
"PTBP2",0.112649042983144,1
"KRIT1",0.750392161628623,1
"RNF141",0.481443025163284,1
"PDCD2",0.414241233822007,1
"BCCIP",0.821937918019978,1
"ITGAM",0.0321933230479718,1
"CCDC6",0.532357849596813,1
"ALG13",0.41526159006265,1
"ETV4",0.0324540330040249,1
